created_timestamp,comments,impressions,likes,clicks,shares
2015-04-30 00:00:00+00:00,70,4200,800,1000,200
2015-05-01 00:00:00+00:00,60,4300,700,1100,300
2015-05-02 00:00:00+00:00,50,4200,800,1200,200
2015-05-03 00:00:00+00:00,40,4300,700,1100,100
2015-05-04 00:00:00+00:00,50,4400,600,1000,200
2015-05-05 00:00:00+00:00,60,4500,500,900,300
2015-05-06 00:00:00+00:00,70,4600,600,800,200
2015-05-07 00:00:00+00:00,60,4700,700,700,100
2015-05-08 00:00:00+00:00,50,4600,800,800,0
2015-05-09 00:00:00+00:00,60,4700,700,900,100
2015-05-10 00:00:00+00:00,70,4600,600,800,100
2015-05-11 00:00:00+00:00,60,4700,700,900,100
2015-05-12 00:00:00+00:00,70,4600,600,800,200
2015-05-13 00:00:00+00:00,60,4500,700,900,100
2015-05-14 00:00:00+00:00,70,4600,800,800,200
2015-05-15 00:00:00+00:00,80,4700,900,900,300
2015-05-16 00:00:00+00:00,90,4600,1000,1000,200
2015-05-17 00:00:00+00:00,100,4700,1100,1100,100
2015-05-18 00:00:00+00:00,110,4600,1200,1000,0
2015-05-19 00:00:00+00:00,100,4500,1300,900,100
2015-05-20 00:00:00+00:00,90,4400,1400,800,100
2015-05-21 00:00:00+00:00,80,4500,1300,700,200
2015-05-22 00:00:00+00:00,90,4400,1400,600,300
2015-05-23 00:00:00+00:00,100,4500,1300,700,400
2015-05-24 00:00:00+00:00,110,4400,1400,600,300
2015-05-25 00:00:00+00:00,120,4300,1500,700,400
2015-05-26 00:00:00+00:00,110,4400,1400,600,300
2015-05-27 00:00:00+00:00,120,4300,1500,500,200
2015-05-28 00:00:00+00:00,110,4200,1400,400,300
2015-05-29 00:00:00+00:00,100,4100,1300,500,200
2015-05-30 00:00:00+00:00,90,4200,1400,400,100
2015-05-31 00:00:00+00:00,100,4100,1500,300,200
2015-06-01 00:00:00+00:00,90,4000,1600,400,300
2015-06-02 00:00:00+00:00,80,3900,1700,300,400
2015-06-03 00:00:00+00:00,70,3800,1600,400,300
2015-06-04 00:00:00+00:00,80,3900,1700,500,400
2015-06-05 00:00:00+00:00,90,3800,1800,600,500
2015-06-06 00:00:00+00:00,80,3700,1900,500,400
2015-06-07 00:00:00+00:00,90,3800,2000,600,300
2015-06-08 00:00:00+00:00,100,3900,2100,700,400
2015-06-09 00:00:00+00:00,110,3800,2200,800,500
2015-06-10 00:00:00+00:00,120,3700,2100,700,600
2015-06-11 00:00:00+00:00,110,3800,2000,600,700
2015-06-12 00:00:00+00:00,120,3700,1900,500,600
2015-06-13 00:00:00+00:00,110,3600,2000,400,500
2015-06-14 00:00:00+00:00,100,3500,2100,500,400
2015-06-15 00:00:00+00:00,90,3600,2200,400,300
2015-06-16 00:00:00+00:00,100,3700,2300,500,200
2015-06-17 00:00:00+00:00,90,3600,2400,600,100
2015-06-18 00:00:00+00:00,80,3700,2500,500,200
2015-06-19 00:00:00+00:00,90,3600,2600,400,100
2015-06-20 00:00:00+00:00,100,3700,2500,500,200
2015-06-21 00:00:00+00:00,110,3800,2400,600,300
2015-06-22 00:00:00+00:00,120,3900,2300,500,400
2015-06-23 00:00:00+00:00,110,3800,2200,400,500
2015-06-24 00:00:00+00:00,100,3700,2100,300,600
2015-06-25 00:00:00+00:00,90,3800,2000,400,500
2015-06-26 00:00:00+00:00,100,3900,2100,500,400
2015-06-27 00:00:00+00:00,110,4000,2000,600,300
2015-06-28 00:00:00+00:00,100,3900,2100,500,400
2015-06-29 00:00:00+00:00,90,4000,2000,600,500
2015-06-30 00:00:00+00:00,80,3900,2100,700,400
2015-07-01 00:00:00+00:00,90,4000,2200,600,300
2015-07-02 00:00:00+00:00,100,3900,2100,500,200
2015-07-03 00:00:00+00:00,110,3800,2000,600,100
2015-07-04 00:00:00+00:00,120,3900,2100,500,200
2015-07-05 00:00:00+00:00,110,4000,2200,400,100
2015-07-06 00:00:00+00:00,100,4100,2100,300,0
2015-07-07 00:00:00+00:00,110,4200,2200,400,100
2015-07-08 00:00:00+00:00,100,4300,2300,500,0
2015-07-09 00:00:00+00:00,110,4200,2400,400,100
2015-07-10 00:00:00+00:00,120,4300,2300,300,100
2015-07-11 00:00:00+00:00,110,4400,2400,200,100
2015-07-12 00:00:00+00:00,100,4500,2500,300,0
2015-07-13 00:00:00+00:00,90,4600,2600,200,100
2015-07-14 00:00:00+00:00,100,4700,2700,300,100
2015-07-15 00:00:00+00:00,110,4800,2800,400,100
2015-07-16 00:00:00+00:00,120,4900,2700,500,100
2015-07-17 00:00:00+00:00,130,5000,2800,400,100
2015-07-18 00:00:00+00:00,120,4900,2900,300,0
2015-07-19 00:00:00+00:00,130,5000,3000,200,100
2015-07-20 00:00:00+00:00,140,4900,3100,300,200
2015-07-21 00:00:00+00:00,130,4800,3000,400,100
2015-07-22 00:00:00+00:00,120,4900,2900,500,200
2015-07-23 00:00:00+00:00,130,5000,3000,600,100
2015-07-24 00:00:00+00:00,140,5100,3100,700,200
2015-07-25 00:00:00+00:00,150,5000,3200,600,300
2015-07-26 00:00:00+00:00,160,4900,3100,700,400
2015-07-27 00:00:00+00:00,150,4800,3000,600,500
2015-07-28 00:00:00+00:00,160,4900,2900,700,400
2015-07-29 00:00:00+00:00,150,4800,2800,800,500
2015-07-30 00:00:00+00:00,160,4700,2900,700,400
2015-07-31 00:00:00+00:00,170,4800,2800,800,500
2015-08-01 00:00:00+00:00,160,4700,2700,900,400
2015-08-02 00:00:00+00:00,150,4600,2800,1000,300
2015-08-03 00:00:00+00:00,140,4500,2700,1100,200
2015-08-04 00:00:00+00:00,130,4400,2800,1200,300
2015-08-05 00:00:00+00:00,140,4500,2700,1300,200
2015-08-06 00:00:00+00:00,150,4400,2800,1400,300
2015-08-07 00:00:00+00:00,140,4300,2700,1300,200
2015-08-08 00:00:00+00:00,150,4400,2800,1200,300
2015-08-09 00:00:00+00:00,160,4300,2900,1300,200
2015-08-10 00:00:00+00:00,150,4400,3000,1200,100
2015-08-11 00:00:00+00:00,140,4500,3100,1100,200
2015-08-12 00:00:00+00:00,130,4600,3000,1000,300
2015-08-13 00:00:00+00:00,140,4500,2900,1100,400
2015-08-14 00:00:00+00:00,130,4400,2800,1000,500
2015-08-15 00:00:00+00:00,120,4500,2900,1100,400
2015-08-16 00:00:00+00:00,110,4600,2800,1000,500
2015-08-17 00:00:00+00:00,100,4500,2700,900,400
2015-08-18 00:00:00+00:00,110,4400,2600,800,500
2015-08-19 00:00:00+00:00,120,4300,2700,700,400
2015-08-20 00:00:00+00:00,110,4400,2800,600,500
2015-08-21 00:00:00+00:00,120,4500,2900,500,400
2015-08-22 00:00:00+00:00,130,4600,3000,600,500
2015-08-23 00:00:00+00:00,140,4500,3100,500,600
2015-08-24 00:00:00+00:00,130,4400,3200,400,500
2015-08-25 00:00:00+00:00,140,4300,3100,300,400
2015-08-26 00:00:00+00:00,150,4200,3000,200,500
2015-08-27 00:00:00+00:00,160,4100,2900,100,400
2015-08-28 00:00:00+00:00,150,4200,2800,0,500
2015-08-29 00:00:00+00:00,140,4300,2700,100,600
2015-08-30 00:00:00+00:00,150,4200,2600,100,700
2015-08-31 00:00:00+00:00,160,4300,2700,100,800
2015-09-01 00:00:00+00:00,170,4200,2800,0,700
2015-09-02 00:00:00+00:00,160,4100,2700,100,800
2015-09-03 00:00:00+00:00,150,4000,2600,100,900
2015-09-04 00:00:00+00:00,140,3900,2500,200,800
2015-09-05 00:00:00+00:00,150,4000,2400,100,900
2015-09-06 00:00:00+00:00,160,3900,2500,0,800
2015-09-07 00:00:00+00:00,170,4000,2600,100,700
2015-09-08 00:00:00+00:00,180,3900,2700,100,600
2015-09-09 00:00:00+00:00,190,3800,2800,100,500
2015-09-10 00:00:00+00:00,200,3700,2700,200,400
2015-09-11 00:00:00+00:00,190,3600,2800,100,300
2015-09-12 00:00:00+00:00,180,3700,2700,0,400
2015-09-13 00:00:00+00:00,170,3800,2800,100,300
2015-09-14 00:00:00+00:00,160,3700,2900,0,200
2015-09-15 00:00:00+00:00,150,3600,2800,100,300
2015-09-16 00:00:00+00:00,160,3500,2700,100,400
2015-09-17 00:00:00+00:00,150,3400,2800,100,500
2015-09-18 00:00:00+00:00,160,3500,2900,100,600
2015-09-19 00:00:00+00:00,170,3400,3000,200,500
2015-09-20 00:00:00+00:00,180,3500,3100,300,400
2015-09-21 00:00:00+00:00,190,3600,3000,400,500
2015-09-22 00:00:00+00:00,200,3500,2900,500,400
2015-09-23 00:00:00+00:00,210,3600,2800,400,500
2015-09-24 00:00:00+00:00,220,3700,2700,300,400
2015-09-25 00:00:00+00:00,230,3800,2800,400,300
2015-09-26 00:00:00+00:00,220,3900,2700,500,200
2015-09-27 00:00:00+00:00,210,3800,2800,600,100
2015-09-28 00:00:00+00:00,220,3900,2700,500,200
2015-09-29 00:00:00+00:00,210,4000,2600,400,300
2015-09-30 00:00:00+00:00,200,3900,2700,500,200
2015-10-01 00:00:00+00:00,190,3800,2600,600,100
2015-10-02 00:00:00+00:00,200,3900,2500,700,200
2015-10-03 00:00:00+00:00,190,4000,2400,600,300
2015-10-04 00:00:00+00:00,200,4100,2500,700,400
2015-10-05 00:00:00+00:00,190,4200,2400,600,500
2015-10-06 00:00:00+00:00,180,4100,2300,500,600
2015-10-07 00:00:00+00:00,190,4200,2400,600,700
2015-10-08 00:00:00+00:00,180,4300,2300,700,600
2015-10-09 00:00:00+00:00,190,4200,2200,600,700
2015-10-10 00:00:00+00:00,200,4100,2100,500,800
2015-10-11 00:00:00+00:00,190,4000,2200,400,900
2015-10-12 00:00:00+00:00,200,3900,2100,300,800
2015-10-13 00:00:00+00:00,210,3800,2200,400,900
2015-10-14 00:00:00+00:00,220,3900,2100,500,1000
2015-10-15 00:00:00+00:00,210,4000,2000,600,900
2015-10-16 00:00:00+00:00,220,4100,1900,500,800
2015-10-17 00:00:00+00:00,210,4000,1800,400,900
2015-10-18 00:00:00+00:00,220,4100,1900,300,800
2015-10-19 00:00:00+00:00,210,4200,2000,400,700
2015-10-20 00:00:00+00:00,200,4300,1900,500,600
2015-10-21 00:00:00+00:00,210,4400,1800,400,700
2015-10-22 00:00:00+00:00,220,4300,1700,300,600
2015-10-23 00:00:00+00:00,210,4400,1600,400,700
2015-10-24 00:00:00+00:00,200,4500,1500,500,800
2015-10-25 00:00:00+00:00,190,4600,1400,400,900
2015-10-26 00:00:00+00:00,180,4700,1500,300,800
2015-10-27 00:00:00+00:00,170,4800,1600,200,700
2015-10-28 00:00:00+00:00,180,4700,1500,300,600
2015-10-29 00:00:00+00:00,190,4800,1400,200,500
2015-10-30 00:00:00+00:00,200,4700,1300,100,600
2015-10-31 00:00:00+00:00,190,4800,1400,0,700
2015-11-01 00:00:00+00:00,180,4900,1500,100,800
2015-11-02 00:00:00+00:00,190,5000,1600,0,700
2015-11-03 00:00:00+00:00,180,4900,1700,100,600
2015-11-04 00:00:00+00:00,190,5000,1600,100,700
2015-11-05 00:00:00+00:00,200,5100,1700,100,600
2015-11-06 00:00:00+00:00,190,5000,1800,200,700
2015-11-07 00:00:00+00:00,200,5100,1900,100,600
2015-11-08 00:00:00+00:00,210,5000,1800,200,700
2015-11-09 00:00:00+00:00,220,4900,1900,100,800
2015-11-10 00:00:00+00:00,230,5000,2000,0,700
2015-11-11 00:00:00+00:00,220,5100,2100,100,800
2015-11-12 00:00:00+00:00,230,5000,2000,200,900
2015-11-13 00:00:00+00:00,240,5100,2100,300,1000
2015-11-14 00:00:00+00:00,230,5000,2200,200,900
2015-11-15 00:00:00+00:00,240,5100,2300,100,1000
2015-11-16 00:00:00+00:00,250,5200,2400,0,900
2015-11-17 00:00:00+00:00,260,5100,2500,100,800
2015-11-18 00:00:00+00:00,270,5000,2400,200,700
2015-11-19 00:00:00+00:00,260,5100,2500,300,600
2015-11-20 00:00:00+00:00,250,5000,2400,200,500
2015-11-21 00:00:00+00:00,240,4900,2300,100,400
2015-11-22 00:00:00+00:00,230,4800,2200,0,500
2015-11-23 00:00:00+00:00,240,4900,2300,100,600
2015-11-24 00:00:00+00:00,230,4800,2400,100,700
2015-11-25 00:00:00+00:00,220,4700,2300,0,600
2015-11-26 00:00:00+00:00,210,4800,2200,100,700
2015-11-27 00:00:00+00:00,200,4900,2100,0,600
2015-11-28 00:00:00+00:00,210,4800,2000,100,700
2015-11-29 00:00:00+00:00,200,4700,1900,0,800
2015-11-30 00:00:00+00:00,210,4600,1800,100,700
2015-12-01 00:00:00+00:00,220,4700,1900,100,600
2015-12-02 00:00:00+00:00,230,4800,2000,0,700
2015-12-03 00:00:00+00:00,240,4900,2100,100,600
2015-12-04 00:00:00+00:00,230,4800,2000,100,500
2015-12-05 00:00:00+00:00,240,4900,1900,0,400
2015-12-06 00:00:00+00:00,250,4800,2000,100,300
2015-12-07 00:00:00+00:00,260,4700,1900,100,400
2015-12-08 00:00:00+00:00,270,4800,1800,100,300
2015-12-09 00:00:00+00:00,280,4700,1900,0,400
2015-12-10 00:00:00+00:00,290,4800,2000,100,500
2015-12-11 00:00:00+00:00,280,4900,1900,100,600
2015-12-12 00:00:00+00:00,270,4800,2000,200,700
2015-12-13 00:00:00+00:00,280,4700,1900,300,800
2015-12-14 00:00:00+00:00,290,4800,2000,200,900
2015-12-15 00:00:00+00:00,280,4700,1900,100,1000
2015-12-16 00:00:00+00:00,270,4800,1800,200,1100
2015-12-17 00:00:00+00:00,260,4900,1700,300,1000
2015-12-18 00:00:00+00:00,270,5000,1800,400,900
2015-12-19 00:00:00+00:00,260,5100,1700,500,1000
2015-12-20 00:00:00+00:00,250,5200,1800,400,900
2015-12-21 00:00:00+00:00,260,5300,1700,500,1000
2015-12-22 00:00:00+00:00,270,5400,1600,600,900
2015-12-23 00:00:00+00:00,260,5500,1500,500,800
2015-12-24 00:00:00+00:00,270,5400,1400,600,900
2015-12-25 00:00:00+00:00,260,5300,1500,700,800
2015-12-26 00:00:00+00:00,270,5400,1400,600,900
2015-12-27 00:00:00+00:00,280,5300,1500,500,1000
2015-12-28 00:00:00+00:00,290,5400,1600,600,900
2015-12-29 00:00:00+00:00,280,5300,1500,700,800
2015-12-30 00:00:00+00:00,270,5400,1600,600,900
2015-12-31 00:00:00+00:00,260,5300,1500,500,1000
2016-01-01 00:00:00+00:00,250,5200,1600,400,900
2016-01-02 00:00:00+00:00,260,5100,1500,300,1000
2016-01-03 00:00:00+00:00,270,5200,1400,400,900
2016-01-04 00:00:00+00:00,280,5300,1300,300,800
2016-01-05 00:00:00+00:00,270,5200,1200,200,900
2016-01-06 00:00:00+00:00,260,5300,1300,100,800
2016-01-07 00:00:00+00:00,250,5400,1200,200,900
2016-01-08 00:00:00+00:00,240,5500,1100,100,1000
2016-01-09 00:00:00+00:00,230,5400,1000,200,900
2016-01-10 00:00:00+00:00,240,5300,1100,300,800
2016-01-11 00:00:00+00:00,250,5400,1000,200,900
2016-01-12 00:00:00+00:00,240,5500,900,300,800
2016-01-13 00:00:00+00:00,250,5400,1000,200,700
2016-01-14 00:00:00+00:00,240,5300,900,100,800
2016-01-15 00:00:00+00:00,230,5400,1000,200,700
2016-01-16 00:00:00+00:00,220,5300,1100,100,800
2016-01-17 00:00:00+00:00,230,5200,1200,200,700
2016-01-18 00:00:00+00:00,240,5100,1300,100,800
2016-01-19 00:00:00+00:00,250,5200,1200,0,700
2016-01-20 00:00:00+00:00,240,5300,1300,100,800
2016-01-21 00:00:00+00:00,250,5200,1200,100,700
2016-01-22 00:00:00+00:00,260,5100,1300,100,800
2016-01-23 00:00:00+00:00,270,5200,1400,100,900
2016-01-24 00:00:00+00:00,260,5100,1300,100,800
2016-01-25 00:00:00+00:00,250,5000,1400,200,700
2016-01-26 00:00:00+00:00,240,5100,1500,300,600
2016-01-27 00:00:00+00:00,250,5200,1600,200,700
2016-01-28 00:00:00+00:00,240,5100,1700,300,800
2016-01-29 00:00:00+00:00,230,5200,1600,400,700
2016-01-30 00:00:00+00:00,220,5100,1700,300,800
2016-01-31 00:00:00+00:00,230,5000,1800,200,700
2016-02-01 00:00:00+00:00,240,5100,1700,100,800
2016-02-02 00:00:00+00:00,250,5200,1800,0,900
2016-02-03 00:00:00+00:00,240,5300,1900,100,800
2016-02-04 00:00:00+00:00,250,5400,1800,100,700
2016-02-05 00:00:00+00:00,240,5500,1900,100,600
2016-02-06 00:00:00+00:00,230,5600,1800,200,700
2016-02-07 00:00:00+00:00,220,5700,1700,100,800
2016-02-08 00:00:00+00:00,210,5600,1800,200,700
2016-02-09 00:00:00+00:00,220,5700,1700,100,800
2016-02-10 00:00:00+00:00,230,5600,1800,200,900
2016-02-11 00:00:00+00:00,240,5700,1900,100,1000
2016-02-12 00:00:00+00:00,250,5800,1800,200,1100
2016-02-13 00:00:00+00:00,240,5900,1900,100,1200
2016-02-14 00:00:00+00:00,230,5800,1800,0,1100
2016-02-15 00:00:00+00:00,220,5900,1900,100,1000
2016-02-16 00:00:00+00:00,230,5800,1800,100,900
2016-02-17 00:00:00+00:00,220,5700,1900,0,800
2016-02-18 00:00:00+00:00,230,5600,1800,100,900
2016-02-19 00:00:00+00:00,220,5700,1900,200,800
2016-02-20 00:00:00+00:00,230,5800,2000,100,900
2016-02-21 00:00:00+00:00,240,5900,2100,200,800
2016-02-22 00:00:00+00:00,250,6000,2200,300,900
2016-02-23 00:00:00+00:00,260,5900,2300,200,1000
2016-02-24 00:00:00+00:00,250,5800,2400,100,1100
2016-02-25 00:00:00+00:00,260,5900,2500,0,1000
2016-02-26 00:00:00+00:00,250,6000,2600,100,1100
2016-02-27 00:00:00+00:00,240,6100,2700,200,1200
2016-02-28 00:00:00+00:00,250,6200,2600,300,1100
2016-02-29 00:00:00+00:00,260,6300,2700,200,1200
2016-03-01 00:00:00+00:00,250,6200,2800,100,1300
2016-03-02 00:00:00+00:00,240,6300,2900,200,1400
2016-03-03 00:00:00+00:00,250,6200,2800,100,1300
2016-03-04 00:00:00+00:00,260,6100,2900,200,1200
2016-03-05 00:00:00+00:00,250,6000,2800,300,1100
2016-03-06 00:00:00+00:00,260,6100,2900,400,1000
2016-03-07 00:00:00+00:00,250,6000,2800,300,1100
2016-03-08 00:00:00+00:00,240,5900,2900,200,1000
2016-03-09 00:00:00+00:00,250,6000,2800,300,900
2016-03-10 00:00:00+00:00,240,5900,2700,200,800
2016-03-11 00:00:00+00:00,230,6000,2600,300,700
2016-03-12 00:00:00+00:00,220,6100,2500,400,600
2016-03-13 00:00:00+00:00,230,6200,2600,300,500
2016-03-14 00:00:00+00:00,220,6300,2700,200,600
2016-03-15 00:00:00+00:00,210,6400,2800,100,700
2016-03-16 00:00:00+00:00,220,6300,2700,200,600
2016-03-17 00:00:00+00:00,210,6200,2800,100,700
2016-03-18 00:00:00+00:00,220,6100,2700,200,600
2016-03-19 00:00:00+00:00,230,6000,2800,300,500
2016-03-20 00:00:00+00:00,220,6100,2900,200,600
2016-03-21 00:00:00+00:00,230,6200,3000,100,500
2016-03-22 00:00:00+00:00,220,6100,2900,0,400
2016-03-23 00:00:00+00:00,230,6000,2800,100,500
2016-03-24 00:00:00+00:00,220,6100,2700,100,600
2016-03-25 00:00:00+00:00,210,6000,2800,100,700
2016-03-26 00:00:00+00:00,200,5900,2700,100,800
2016-03-27 00:00:00+00:00,210,6000,2800,200,900
2016-03-28 00:00:00+00:00,200,6100,2900,100,1000
2016-03-29 00:00:00+00:00,210,6200,2800,0,1100
2016-03-30 00:00:00+00:00,200,6300,2900,100,1200
2016-03-31 00:00:00+00:00,210,6200,3000,100,1300
2016-04-01 00:00:00+00:00,200,6300,3100,0,1200
2016-04-02 00:00:00+00:00,210,6200,3200,100,1100
2016-04-03 00:00:00+00:00,200,6300,3100,0,1000
2016-04-04 00:00:00+00:00,190,6400,3200,100,1100
2016-04-05 00:00:00+00:00,180,6300,3300,100,1200
2016-04-06 00:00:00+00:00,170,6400,3400,100,1100
2016-04-07 00:00:00+00:00,180,6500,3500,100,1200
2016-04-08 00:00:00+00:00,170,6600,3600,0,1300
2016-04-09 00:00:00+00:00,180,6700,3700,100,1400
2016-04-10 00:00:00+00:00,190,6800,3800,100,1500
2016-04-11 00:00:00+00:00,180,6700,3900,100,1400
2016-04-12 00:00:00+00:00,170,6600,4000,200,1500
2016-04-13 00:00:00+00:00,160,6700,4100,100,1600
2016-04-14 00:00:00+00:00,150,6800,4200,0,1700
2016-04-15 00:00:00+00:00,140,6700,4100,100,1600
2016-04-16 00:00:00+00:00,150,6800,4000,0,1700
2016-04-17 00:00:00+00:00,140,6900,3900,100,1800
2016-04-18 00:00:00+00:00,130,6800,4000,200,1700
2016-04-19 00:00:00+00:00,120,6700,4100,300,1800
2016-04-20 00:00:00+00:00,110,6800,4000,400,1900
2016-04-21 00:00:00+00:00,100,6900,3900,500,1800
2016-04-22 00:00:00+00:00,90,6800,3800,400,1700
2016-04-23 00:00:00+00:00,80,6900,3700,300,1600
2016-04-24 00:00:00+00:00,90,7000,3600,400,1700
2016-04-25 00:00:00+00:00,80,6900,3500,500,1600
2016-04-26 00:00:00+00:00,90,6800,3600,400,1500
2016-04-27 00:00:00+00:00,80,6900,3500,500,1600
2016-04-28 00:00:00+00:00,90,7000,3600,600,1700
2016-04-29 00:00:00+00:00,100,7100,3500,700,1800
2016-04-30 00:00:00+00:00,110,7200,3600,800,1700
2016-05-01 00:00:00+00:00,120,7100,3500,900,1600
2016-05-02 00:00:00+00:00,130,7000,3600,800,1500
2016-05-03 00:00:00+00:00,140,6900,3700,700,1600
2016-05-04 00:00:00+00:00,150,7000,3600,800,1700
2016-05-05 00:00:00+00:00,140,7100,3700,900,1600
2016-05-06 00:00:00+00:00,130,7000,3800,1000,1500
2016-05-07 00:00:00+00:00,140,6900,3900,1100,1600
2016-05-08 00:00:00+00:00,130,7000,3800,1000,1500
2016-05-09 00:00:00+00:00,120,7100,3900,900,1600
2016-05-10 00:00:00+00:00,110,7000,4000,800,1700
2016-05-11 00:00:00+00:00,120,6900,4100,900,1600
2016-05-12 00:00:00+00:00,130,7000,4000,800,1500
2016-05-13 00:00:00+00:00,120,7100,3900,700,1400
2016-05-14 00:00:00+00:00,110,7200,3800,800,1300
2016-05-15 00:00:00+00:00,120,7100,3700,700,1200
2016-05-16 00:00:00+00:00,110,7000,3800,600,1300
2016-05-17 00:00:00+00:00,120,6900,3900,700,1200
2016-05-18 00:00:00+00:00,110,6800,3800,600,1100
2016-05-19 00:00:00+00:00,100,6900,3700,500,1200
2016-05-20 00:00:00+00:00,110,7000,3800,400,1100
2016-05-21 00:00:00+00:00,120,7100,3900,500,1200
2016-05-22 00:00:00+00:00,110,7200,4000,400,1100
2016-05-23 00:00:00+00:00,100,7300,4100,300,1000
2016-05-24 00:00:00+00:00,90,7400,4000,200,1100
2016-05-25 00:00:00+00:00,100,7500,4100,300,1000
2016-05-26 00:00:00+00:00,110,7600,4200,400,1100
2016-05-27 00:00:00+00:00,100,7700,4300,500,1200
2016-05-28 00:00:00+00:00,110,7800,4200,400,1100
2016-05-29 00:00:00+00:00,100,7900,4300,300,1200
2016-05-30 00:00:00+00:00,90,8000,4400,400,1100
2016-05-31 00:00:00+00:00,100,7900,4500,500,1000
2016-06-01 00:00:00+00:00,90,8000,4400,600,1100
2016-06-02 00:00:00+00:00,80,8100,4300,700,1200
2016-06-03 00:00:00+00:00,70,8000,4200,800,1100
2016-06-04 00:00:00+00:00,80,8100,4300,700,1200
2016-06-05 00:00:00+00:00,70,8000,4400,600,1300
2016-06-06 00:00:00+00:00,60,8100,4500,500,1200
2016-06-07 00:00:00+00:00,70,8000,4400,400,1100
2016-06-08 00:00:00+00:00,60,8100,4500,300,1200
2016-06-09 00:00:00+00:00,70,8200,4600,200,1300
2016-06-10 00:00:00+00:00,80,8100,4500,300,1400
2016-06-11 00:00:00+00:00,70,8200,4400,400,1500
2016-06-12 00:00:00+00:00,80,8100,4300,500,1600
2016-06-13 00:00:00+00:00,70,8000,4400,600,1700
2016-06-14 00:00:00+00:00,80,7900,4500,500,1600
2016-06-15 00:00:00+00:00,70,8000,4600,600,1700
2016-06-16 00:00:00+00:00,80,8100,4500,700,1600
2016-06-17 00:00:00+00:00,90,8000,4400,800,1700
2016-06-18 00:00:00+00:00,80,7900,4500,700,1800
2016-06-19 00:00:00+00:00,70,8000,4600,800,1700
2016-06-20 00:00:00+00:00,60,7900,4700,700,1800
2016-06-21 00:00:00+00:00,50,8000,4600,600,1700
2016-06-22 00:00:00+00:00,40,8100,4700,700,1600
2016-06-23 00:00:00+00:00,30,8200,4800,600,1500
2016-06-24 00:00:00+00:00,40,8100,4900,700,1400
2016-06-25 00:00:00+00:00,30,8000,5000,800,1500
2016-06-26 00:00:00+00:00,40,8100,4900,900,1600
2016-06-27 00:00:00+00:00,50,8200,5000,1000,1500
2016-06-28 00:00:00+00:00,40,8100,5100,900,1400
2016-06-29 00:00:00+00:00,50,8200,5200,800,1500
2016-06-30 00:00:00+00:00,60,8100,5300,900,1400
2016-07-01 00:00:00+00:00,50,8200,5400,1000,1500
2016-07-02 00:00:00+00:00,60,8100,5300,1100,1600
2016-07-03 00:00:00+00:00,50,8200,5200,1200,1500
2016-07-04 00:00:00+00:00,60,8300,5100,1300,1600
2016-07-05 00:00:00+00:00,70,8400,5000,1200,1500
2016-07-06 00:00:00+00:00,80,8500,5100,1300,1400
2016-07-07 00:00:00+00:00,90,8400,5200,1200,1300
2016-07-08 00:00:00+00:00,80,8300,5300,1300,1200
2016-07-09 00:00:00+00:00,90,8200,5400,1200,1100
2016-07-10 00:00:00+00:00,80,8100,5300,1100,1200
2016-07-11 00:00:00+00:00,70,8000,5200,1000,1100
2016-07-12 00:00:00+00:00,60,7900,5300,900,1000
2016-07-13 00:00:00+00:00,50,8000,5200,1000,900
2016-07-14 00:00:00+00:00,60,8100,5100,900,800
2016-07-15 00:00:00+00:00,70,8000,5000,800,900
2016-07-16 00:00:00+00:00,80,7900,5100,900,800
2016-07-17 00:00:00+00:00,90,8000,5000,800,900
2016-07-18 00:00:00+00:00,100,8100,4900,700,800
2016-07-19 00:00:00+00:00,110,8200,4800,800,700
2016-07-20 00:00:00+00:00,120,8100,4700,900,600
2016-07-21 00:00:00+00:00,130,8000,4600,800,700
2016-07-22 00:00:00+00:00,120,8100,4700,700,800
2016-07-23 00:00:00+00:00,130,8000,4600,600,700
2016-07-24 00:00:00+00:00,120,8100,4700,700,600
2016-07-25 00:00:00+00:00,110,8200,4800,600,700
2016-07-26 00:00:00+00:00,100,8100,4700,500,800
2016-07-27 00:00:00+00:00,110,8000,4800,600,900
2016-07-28 00:00:00+00:00,100,8100,4700,700,800
2016-07-29 00:00:00+00:00,110,8200,4600,800,700
2016-07-30 00:00:00+00:00,120,8300,4500,900,600
2016-07-31 00:00:00+00:00,130,8400,4400,800,700
2016-08-01 00:00:00+00:00,140,8500,4500,700,600
2016-08-02 00:00:00+00:00,130,8400,4400,800,700
2016-08-03 00:00:00+00:00,140,8500,4500,700,800
2016-08-04 00:00:00+00:00,130,8600,4400,600,900
2016-08-05 00:00:00+00:00,140,8500,4300,500,1000
2016-08-06 00:00:00+00:00,130,8600,4400,600,1100
2016-08-07 00:00:00+00:00,120,8500,4300,500,1200
2016-08-08 00:00:00+00:00,110,8600,4200,600,1100
2016-08-09 00:00:00+00:00,120,8500,4100,500,1200
2016-08-10 00:00:00+00:00,130,8400,4200,600,1300
2016-08-11 00:00:00+00:00,140,8300,4100,500,1400
2016-08-12 00:00:00+00:00,130,8400,4000,400,1300
2016-08-13 00:00:00+00:00,140,8500,4100,300,1200
2016-08-14 00:00:00+00:00,130,8400,4200,200,1100
2016-08-15 00:00:00+00:00,120,8500,4100,100,1000
2016-08-16 00:00:00+00:00,130,8400,4200,200,1100
