created_timestamp,comments,impressions,likes
2015-07-16 00:00:00+00:00,300,1700,1700
2015-07-17 00:00:00+00:00,400,1800,1600
2015-07-18 00:00:00+00:00,300,1900,1500
2015-07-19 00:00:00+00:00,400,1800,1400
2015-07-20 00:00:00+00:00,500,1700,1500
2015-07-21 00:00:00+00:00,600,1800,1600
2015-07-22 00:00:00+00:00,700,1700,1500
2015-07-23 00:00:00+00:00,800,1600,1600
2015-07-24 00:00:00+00:00,900,1700,1700
2015-07-25 00:00:00+00:00,800,1600,1800
2015-07-26 00:00:00+00:00,900,1500,1900
2015-07-27 00:00:00+00:00,1000,1600,1800
2015-07-28 00:00:00+00:00,900,1700,1900
2015-07-29 00:00:00+00:00,800,1600,2000
2015-07-30 00:00:00+00:00,900,1700,2100
2015-07-31 00:00:00+00:00,1000,1600,2200
2015-08-01 00:00:00+00:00,900,1500,2100
2015-08-02 00:00:00+00:00,800,1400,2000
2015-08-03 00:00:00+00:00,700,1500,1900
2015-08-04 00:00:00+00:00,800,1600,2000
2015-08-05 00:00:00+00:00,900,1700,1900
2015-08-06 00:00:00+00:00,1000,1800,1800
2015-08-07 00:00:00+00:00,900,1900,1900
2015-08-08 00:00:00+00:00,1000,1800,1800
2015-08-09 00:00:00+00:00,1100,1700,1900
2015-08-10 00:00:00+00:00,1000,1600,2000
2015-08-11 00:00:00+00:00,900,1700,2100
2015-08-12 00:00:00+00:00,800,1600,2000
2015-08-13 00:00:00+00:00,700,1500,1900
2015-08-14 00:00:00+00:00,600,1400,1800
2015-08-15 00:00:00+00:00,700,1300,1700
2015-08-16 00:00:00+00:00,600,1200,1600
2015-08-17 00:00:00+00:00,700,1100,1500
2015-08-18 00:00:00+00:00,600,1200,1600
2015-08-19 00:00:00+00:00,700,1300,1500
2015-08-20 00:00:00+00:00,600,1200,1400
2015-08-21 00:00:00+00:00,700,1100,1500
2015-08-22 00:00:00+00:00,800,1200,1600
2015-08-23 00:00:00+00:00,700,1100,1500
2015-08-24 00:00:00+00:00,800,1200,1400
2015-08-25 00:00:00+00:00,700,1100,1500
2015-08-26 00:00:00+00:00,800,1000,1600
2015-08-27 00:00:00+00:00,900,1100,1700
2015-08-28 00:00:00+00:00,800,1000,1800
2015-08-29 00:00:00+00:00,700,900,1900
2015-08-30 00:00:00+00:00,600,1000,1800
2015-08-31 00:00:00+00:00,700,900,1700
2015-09-01 00:00:00+00:00,800,1000,1800
2015-09-02 00:00:00+00:00,700,1100,1900
2015-09-03 00:00:00+00:00,600,1200,1800
2015-09-04 00:00:00+00:00,500,1100,1900
2015-09-05 00:00:00+00:00,600,1200,2000
2015-09-06 00:00:00+00:00,700,1300,2100
2015-09-07 00:00:00+00:00,800,1400,2200
2015-09-08 00:00:00+00:00,900,1300,2300
2015-09-09 00:00:00+00:00,800,1200,2200
2015-09-10 00:00:00+00:00,900,1300,2100
2015-09-11 00:00:00+00:00,1000,1200,2000
2015-09-12 00:00:00+00:00,900,1300,2100
2015-09-13 00:00:00+00:00,800,1200,2200
2015-09-14 00:00:00+00:00,700,1300,2300
2015-09-15 00:00:00+00:00,600,1200,2200
2015-09-16 00:00:00+00:00,500,1300,2100
2015-09-17 00:00:00+00:00,600,1400,2000
2015-09-18 00:00:00+00:00,500,1500,1900
2015-09-19 00:00:00+00:00,400,1600,1800
2015-09-20 00:00:00+00:00,300,1500,1900
2015-09-21 00:00:00+00:00,200,1400,1800
2015-09-22 00:00:00+00:00,100,1500,1900
2015-09-23 00:00:00+00:00,200,1400,1800
2015-09-24 00:00:00+00:00,300,1500,1700
2015-09-25 00:00:00+00:00,200,1600,1800
2015-09-26 00:00:00+00:00,100,1500,1900
2015-09-27 00:00:00+00:00,200,1600,2000
2015-09-28 00:00:00+00:00,100,1700,1900
2015-09-29 00:00:00+00:00,0,1800,1800
2015-09-30 00:00:00+00:00,100,1700,1900
2015-10-01 00:00:00+00:00,100,1600,2000
2015-10-02 00:00:00+00:00,100,1500,2100
2015-10-03 00:00:00+00:00,100,1400,2000
2015-10-04 00:00:00+00:00,100,1300,1900
2015-10-05 00:00:00+00:00,100,1200,1800
2015-10-06 00:00:00+00:00,200,1300,1900
2015-10-07 00:00:00+00:00,300,1200,2000
2015-10-08 00:00:00+00:00,400,1100,2100
2015-10-09 00:00:00+00:00,500,1000,2000
2015-10-10 00:00:00+00:00,400,1100,2100
2015-10-11 00:00:00+00:00,300,1200,2000
2015-10-12 00:00:00+00:00,200,1100,2100
2015-10-13 00:00:00+00:00,100,1200,2000
2015-10-14 00:00:00+00:00,0,1100,2100
2015-10-15 00:00:00+00:00,100,1000,2200
2015-10-16 00:00:00+00:00,100,1100,2300
2015-10-17 00:00:00+00:00,100,1000,2200
2015-10-18 00:00:00+00:00,100,1100,2100
2015-10-19 00:00:00+00:00,0,1000,2000
2015-10-20 00:00:00+00:00,100,1100,2100
2015-10-21 00:00:00+00:00,0,1200,2000
2015-10-22 00:00:00+00:00,100,1300,2100
2015-10-23 00:00:00+00:00,100,1400,2200
2015-10-24 00:00:00+00:00,0,1500,2300
2015-10-25 00:00:00+00:00,100,1400,2200
2015-10-26 00:00:00+00:00,100,1300,2300
2015-10-27 00:00:00+00:00,0,1400,2400
2015-10-28 00:00:00+00:00,100,1500,2500
2015-10-29 00:00:00+00:00,100,1600,2400
2015-10-30 00:00:00+00:00,200,1500,2300
2015-10-31 00:00:00+00:00,100,1600,2200
2015-11-01 00:00:00+00:00,200,1500,2100
2015-11-02 00:00:00+00:00,300,1400,2200
2015-11-03 00:00:00+00:00,400,1500,2300
2015-11-04 00:00:00+00:00,500,1600,2400
2015-11-05 00:00:00+00:00,400,1500,2300
2015-11-06 00:00:00+00:00,300,1600,2400
2015-11-07 00:00:00+00:00,200,1500,2300
2015-11-08 00:00:00+00:00,300,1600,2200
2015-11-09 00:00:00+00:00,200,1700,2100
2015-11-10 00:00:00+00:00,100,1600,2000
2015-11-11 00:00:00+00:00,200,1500,2100
2015-11-12 00:00:00+00:00,100,1400,2000
2015-11-13 00:00:00+00:00,200,1500,2100
2015-11-14 00:00:00+00:00,300,1400,2200
2015-11-15 00:00:00+00:00,200,1300,2300
2015-11-16 00:00:00+00:00,300,1400,2200
2015-11-17 00:00:00+00:00,200,1300,2300
2015-11-18 00:00:00+00:00,100,1400,2200
2015-11-19 00:00:00+00:00,200,1300,2300
2015-11-20 00:00:00+00:00,100,1200,2200
2015-11-21 00:00:00+00:00,200,1300,2300
2015-11-22 00:00:00+00:00,300,1400,2400
2015-11-23 00:00:00+00:00,400,1500,2300
2015-11-24 00:00:00+00:00,500,1600,2200
2015-11-25 00:00:00+00:00,600,1700,2100
2015-11-26 00:00:00+00:00,500,1800,2000
2015-11-27 00:00:00+00:00,400,1900,2100
2015-11-28 00:00:00+00:00,500,1800,2000
2015-11-29 00:00:00+00:00,600,1700,1900
2015-11-30 00:00:00+00:00,700,1800,2000
2015-12-01 00:00:00+00:00,800,1900,1900
2015-12-02 00:00:00+00:00,900,1800,1800
2015-12-03 00:00:00+00:00,800,1900,1900
2015-12-04 00:00:00+00:00,700,1800,1800
2015-12-05 00:00:00+00:00,800,1700,1700
2015-12-06 00:00:00+00:00,700,1800,1800
2015-12-07 00:00:00+00:00,800,1900,1700
2015-12-08 00:00:00+00:00,700,2000,1800
2015-12-09 00:00:00+00:00,600,1900,1900
2015-12-10 00:00:00+00:00,700,1800,1800
2015-12-11 00:00:00+00:00,600,1900,1700
2015-12-12 00:00:00+00:00,500,1800,1800
2015-12-13 00:00:00+00:00,400,1900,1700
2015-12-14 00:00:00+00:00,500,1800,1800
2015-12-15 00:00:00+00:00,400,1900,1700
2015-12-16 00:00:00+00:00,500,2000,1600
2015-12-17 00:00:00+00:00,400,2100,1700
2015-12-18 00:00:00+00:00,500,2000,1800
2015-12-19 00:00:00+00:00,600,1900,1900
2015-12-20 00:00:00+00:00,500,2000,1800
2015-12-21 00:00:00+00:00,400,1900,1700
2015-12-22 00:00:00+00:00,500,1800,1800
2015-12-23 00:00:00+00:00,600,1700,1900
2015-12-24 00:00:00+00:00,700,1600,1800
2015-12-25 00:00:00+00:00,600,1500,1900
2015-12-26 00:00:00+00:00,700,1600,1800
2015-12-27 00:00:00+00:00,800,1700,1700
2015-12-28 00:00:00+00:00,900,1800,1600
2015-12-29 00:00:00+00:00,800,1900,1700
2015-12-30 00:00:00+00:00,700,1800,1600
2015-12-31 00:00:00+00:00,600,1900,1500
2016-01-01 00:00:00+00:00,500,2000,1600
2016-01-02 00:00:00+00:00,600,2100,1700
2016-01-03 00:00:00+00:00,700,2000,1800
2016-01-04 00:00:00+00:00,600,1900,1900
2016-01-05 00:00:00+00:00,500,2000,2000
2016-01-06 00:00:00+00:00,400,1900,2100
2016-01-07 00:00:00+00:00,500,1800,2200
2016-01-08 00:00:00+00:00,600,1900,2300
2016-01-09 00:00:00+00:00,700,2000,2400
2016-01-10 00:00:00+00:00,800,1900,2300
2016-01-11 00:00:00+00:00,900,2000,2200
2016-01-12 00:00:00+00:00,800,1900,2100
2016-01-13 00:00:00+00:00,900,2000,2200
2016-01-14 00:00:00+00:00,1000,1900,2100
2016-01-15 00:00:00+00:00,1100,2000,2200
2016-01-16 00:00:00+00:00,1000,1900,2300
2016-01-17 00:00:00+00:00,1100,2000,2200
2016-01-18 00:00:00+00:00,1000,2100,2100
2016-01-19 00:00:00+00:00,1100,2000,2200
2016-01-20 00:00:00+00:00,1200,2100,2100
2016-01-21 00:00:00+00:00,1300,2200,2000
2016-01-22 00:00:00+00:00,1200,2300,1900
2016-01-23 00:00:00+00:00,1100,2200,2000
2016-01-24 00:00:00+00:00,1000,2300,2100
2016-01-25 00:00:00+00:00,900,2400,2200
2016-01-26 00:00:00+00:00,1000,2500,2100
2016-01-27 00:00:00+00:00,900,2400,2200
2016-01-28 00:00:00+00:00,1000,2500,2300
2016-01-29 00:00:00+00:00,1100,2600,2200
2016-01-30 00:00:00+00:00,1200,2700,2300
2016-01-31 00:00:00+00:00,1100,2800,2400
2016-02-01 00:00:00+00:00,1000,2900,2300
2016-02-02 00:00:00+00:00,1100,2800,2400
2016-02-03 00:00:00+00:00,1200,2700,2500
2016-02-04 00:00:00+00:00,1100,2600,2400
2016-02-05 00:00:00+00:00,1000,2500,2300
2016-02-06 00:00:00+00:00,1100,2600,2400
2016-02-07 00:00:00+00:00,1200,2500,2500
2016-02-08 00:00:00+00:00,1300,2400,2400
2016-02-09 00:00:00+00:00,1400,2500,2500
2016-02-10 00:00:00+00:00,1300,2400,2400
2016-02-11 00:00:00+00:00,1200,2300,2300
2016-02-12 00:00:00+00:00,1300,2200,2200
2016-02-13 00:00:00+00:00,1400,2300,2300
2016-02-14 00:00:00+00:00,1300,2400,2400
2016-02-15 00:00:00+00:00,1400,2500,2500
2016-02-16 00:00:00+00:00,1300,2600,2600
2016-02-17 00:00:00+00:00,1200,2500,2500
2016-02-18 00:00:00+00:00,1100,2400,2600
2016-02-19 00:00:00+00:00,1200,2500,2500
2016-02-20 00:00:00+00:00,1100,2400,2400
2016-02-21 00:00:00+00:00,1000,2300,2300
2016-02-22 00:00:00+00:00,1100,2400,2200
2016-02-23 00:00:00+00:00,1000,2500,2100
2016-02-24 00:00:00+00:00,900,2400,2200
2016-02-25 00:00:00+00:00,1000,2500,2300
2016-02-26 00:00:00+00:00,900,2400,2400
2016-02-27 00:00:00+00:00,800,2500,2300
2016-02-28 00:00:00+00:00,900,2600,2400
2016-02-29 00:00:00+00:00,1000,2500,2500
2016-03-01 00:00:00+00:00,900,2600,2400
2016-03-02 00:00:00+00:00,1000,2700,2500
2016-03-03 00:00:00+00:00,900,2600,2400
2016-03-04 00:00:00+00:00,1000,2500,2300
2016-03-05 00:00:00+00:00,900,2400,2400
2016-03-06 00:00:00+00:00,800,2500,2300
2016-03-07 00:00:00+00:00,900,2600,2200
2016-03-08 00:00:00+00:00,1000,2700,2100
2016-03-09 00:00:00+00:00,1100,2800,2200
2016-03-10 00:00:00+00:00,1200,2700,2100
2016-03-11 00:00:00+00:00,1100,2800,2000
2016-03-12 00:00:00+00:00,1000,2900,2100
2016-03-13 00:00:00+00:00,1100,2800,2200
2016-03-14 00:00:00+00:00,1000,2700,2300
2016-03-15 00:00:00+00:00,1100,2800,2200
2016-03-16 00:00:00+00:00,1000,2700,2100
2016-03-17 00:00:00+00:00,1100,2800,2000
2016-03-18 00:00:00+00:00,1200,2900,2100
2016-03-19 00:00:00+00:00,1300,2800,2000
2016-03-20 00:00:00+00:00,1400,2900,2100
2016-03-21 00:00:00+00:00,1300,3000,2200
2016-03-22 00:00:00+00:00,1400,3100,2100
2016-03-23 00:00:00+00:00,1300,3200,2000
2016-03-24 00:00:00+00:00,1200,3300,2100
2016-03-25 00:00:00+00:00,1100,3200,2200
2016-03-26 00:00:00+00:00,1000,3300,2100
2016-03-27 00:00:00+00:00,1100,3200,2200
2016-03-28 00:00:00+00:00,1200,3100,2100
2016-03-29 00:00:00+00:00,1300,3200,2000
2016-03-30 00:00:00+00:00,1400,3100,2100
2016-03-31 00:00:00+00:00,1500,3200,2200
2016-04-01 00:00:00+00:00,1400,3100,2300
2016-04-02 00:00:00+00:00,1300,3200,2200
2016-04-03 00:00:00+00:00,1200,3300,2100
2016-04-04 00:00:00+00:00,1100,3400,2200
2016-04-05 00:00:00+00:00,1000,3300,2100
2016-04-06 00:00:00+00:00,900,3200,2200
2016-04-07 00:00:00+00:00,1000,3100,2300
2016-04-08 00:00:00+00:00,1100,3200,2400
2016-04-09 00:00:00+00:00,1000,3100,2500
2016-04-10 00:00:00+00:00,900,3000,2600
2016-04-11 00:00:00+00:00,800,2900,2700
2016-04-12 00:00:00+00:00,900,3000,2600
2016-04-13 00:00:00+00:00,1000,2900,2700
2016-04-14 00:00:00+00:00,900,3000,2800
2016-04-15 00:00:00+00:00,800,2900,2700
2016-04-16 00:00:00+00:00,900,3000,2800
2016-04-17 00:00:00+00:00,800,3100,2900
2016-04-18 00:00:00+00:00,900,3000,2800
2016-04-19 00:00:00+00:00,800,2900,2700
2016-04-20 00:00:00+00:00,900,2800,2800
2016-04-21 00:00:00+00:00,800,2900,2900
2016-04-22 00:00:00+00:00,700,2800,3000
2016-04-23 00:00:00+00:00,600,2900,3100
2016-04-24 00:00:00+00:00,500,2800,3000
2016-04-25 00:00:00+00:00,600,2700,2900
2016-04-26 00:00:00+00:00,500,2600,3000
2016-04-27 00:00:00+00:00,600,2500,3100
2016-04-28 00:00:00+00:00,700,2600,3000
2016-04-29 00:00:00+00:00,800,2700,3100
2016-04-30 00:00:00+00:00,700,2800,3000
2016-05-01 00:00:00+00:00,600,2900,2900
2016-05-02 00:00:00+00:00,500,3000,3000
2016-05-03 00:00:00+00:00,400,2900,2900
2016-05-04 00:00:00+00:00,500,2800,3000
2016-05-05 00:00:00+00:00,400,2900,3100
2016-05-06 00:00:00+00:00,300,3000,3200
2016-05-07 00:00:00+00:00,400,3100,3300
2016-05-08 00:00:00+00:00,500,3000,3400
2016-05-09 00:00:00+00:00,400,2900,3500
2016-05-10 00:00:00+00:00,500,3000,3600
2016-05-11 00:00:00+00:00,400,2900,3700
2016-05-12 00:00:00+00:00,500,3000,3600
2016-05-13 00:00:00+00:00,400,2900,3500
2016-05-14 00:00:00+00:00,500,3000,3600
2016-05-15 00:00:00+00:00,600,3100,3500
2016-05-16 00:00:00+00:00,700,3200,3400
2016-05-17 00:00:00+00:00,800,3300,3500
2016-05-18 00:00:00+00:00,900,3200,3600
2016-05-19 00:00:00+00:00,800,3300,3700
2016-05-20 00:00:00+00:00,700,3400,3600
2016-05-21 00:00:00+00:00,600,3500,3500
2016-05-22 00:00:00+00:00,500,3400,3400
2016-05-23 00:00:00+00:00,400,3300,3300
2016-05-24 00:00:00+00:00,500,3200,3200
2016-05-25 00:00:00+00:00,600,3300,3100
2016-05-26 00:00:00+00:00,700,3400,3000
2016-05-27 00:00:00+00:00,600,3500,2900
2016-05-28 00:00:00+00:00,700,3400,2800
2016-05-29 00:00:00+00:00,800,3300,2900
2016-05-30 00:00:00+00:00,700,3200,2800
2016-05-31 00:00:00+00:00,600,3300,2700
2016-06-01 00:00:00+00:00,700,3400,2800
2016-06-02 00:00:00+00:00,600,3300,2900
2016-06-03 00:00:00+00:00,700,3400,3000
2016-06-04 00:00:00+00:00,800,3300,3100
2016-06-05 00:00:00+00:00,700,3200,3200
2016-06-06 00:00:00+00:00,800,3100,3100
2016-06-07 00:00:00+00:00,700,3200,3200
2016-06-08 00:00:00+00:00,600,3100,3300
2016-06-09 00:00:00+00:00,700,3200,3400
2016-06-10 00:00:00+00:00,600,3300,3500
2016-06-11 00:00:00+00:00,700,3200,3600
2016-06-12 00:00:00+00:00,800,3100,3700
2016-06-13 00:00:00+00:00,900,3200,3600
2016-06-14 00:00:00+00:00,800,3100,3500
2016-06-15 00:00:00+00:00,900,3200,3600
2016-06-16 00:00:00+00:00,1000,3100,3500
2016-06-17 00:00:00+00:00,900,3000,3600
2016-06-18 00:00:00+00:00,800,2900,3500
2016-06-19 00:00:00+00:00,700,3000,3400
2016-06-20 00:00:00+00:00,800,3100,3500
2016-06-21 00:00:00+00:00,700,3200,3600
2016-06-22 00:00:00+00:00,600,3300,3500
2016-06-23 00:00:00+00:00,700,3200,3600
2016-06-24 00:00:00+00:00,600,3300,3700
2016-06-25 00:00:00+00:00,700,3400,3600
2016-06-26 00:00:00+00:00,800,3500,3700
2016-06-27 00:00:00+00:00,900,3600,3800
2016-06-28 00:00:00+00:00,1000,3700,3700
2016-06-29 00:00:00+00:00,900,3600,3600
2016-06-30 00:00:00+00:00,800,3500,3500
2016-07-01 00:00:00+00:00,900,3400,3400
2016-07-02 00:00:00+00:00,800,3300,3500
2016-07-03 00:00:00+00:00,900,3400,3400
2016-07-04 00:00:00+00:00,800,3300,3500
2016-07-05 00:00:00+00:00,900,3200,3400
2016-07-06 00:00:00+00:00,800,3100,3500
2016-07-07 00:00:00+00:00,700,3000,3400
2016-07-08 00:00:00+00:00,600,2900,3300
2016-07-09 00:00:00+00:00,700,3000,3400
2016-07-10 00:00:00+00:00,600,2900,3300
2016-07-11 00:00:00+00:00,700,3000,3400
2016-07-12 00:00:00+00:00,800,3100,3500
2016-07-13 00:00:00+00:00,900,3000,3600
2016-07-14 00:00:00+00:00,1000,2900,3700
2016-07-15 00:00:00+00:00,900,3000,3600
2016-07-16 00:00:00+00:00,1000,2900,3500
2016-07-17 00:00:00+00:00,900,2800,3400
2016-07-18 00:00:00+00:00,1000,2700,3300
2016-07-19 00:00:00+00:00,900,2800,3400
2016-07-20 00:00:00+00:00,1000,2700,3300
2016-07-21 00:00:00+00:00,1100,2800,3200
2016-07-22 00:00:00+00:00,1000,2700,3100
2016-07-23 00:00:00+00:00,1100,2600,3000
2016-07-24 00:00:00+00:00,1200,2500,2900
2016-07-25 00:00:00+00:00,1100,2600,2800
2016-07-26 00:00:00+00:00,1000,2700,2900
2016-07-27 00:00:00+00:00,1100,2600,2800
2016-07-28 00:00:00+00:00,1200,2500,2700
2016-07-29 00:00:00+00:00,1100,2600,2800
2016-07-30 00:00:00+00:00,1000,2500,2700
2016-07-31 00:00:00+00:00,1100,2400,2800
2016-08-01 00:00:00+00:00,1000,2300,2700
2016-08-02 00:00:00+00:00,900,2200,2600
2016-08-03 00:00:00+00:00,1000,2100,2700
2016-08-04 00:00:00+00:00,1100,2200,2600
2016-08-05 00:00:00+00:00,1000,2300,2500
2016-08-06 00:00:00+00:00,900,2400,2600
2016-08-07 00:00:00+00:00,800,2300,2700
2016-08-08 00:00:00+00:00,700,2400,2600
2016-08-09 00:00:00+00:00,800,2500,2500
2016-08-10 00:00:00+00:00,700,2600,2400
2016-08-11 00:00:00+00:00,600,2500,2500
2016-08-12 00:00:00+00:00,500,2400,2600
2016-08-13 00:00:00+00:00,600,2500,2500
2016-08-14 00:00:00+00:00,700,2600,2600
2016-08-15 00:00:00+00:00,600,2500,2700
2016-08-16 00:00:00+00:00,700,2400,2800
2016-08-17 00:00:00+00:00,600,2500,2700
2016-08-18 00:00:00+00:00,700,2400,2800
2016-08-19 00:00:00+00:00,600,2300,2700
2016-08-20 00:00:00+00:00,700,2400,2800
2016-08-21 00:00:00+00:00,600,2500,2700
2016-08-22 00:00:00+00:00,700,2400,2600
2016-08-23 00:00:00+00:00,800,2500,2700
2016-08-24 00:00:00+00:00,700,2600,2800
2016-08-25 00:00:00+00:00,600,2700,2900
2016-08-26 00:00:00+00:00,700,2800,2800
2016-08-27 00:00:00+00:00,800,2700,2700
2016-08-28 00:00:00+00:00,900,2800,2600
2016-08-29 00:00:00+00:00,800,2900,2700
2016-08-30 00:00:00+00:00,700,2800,2800
2016-08-31 00:00:00+00:00,800,2700,2900
2016-09-01 00:00:00+00:00,900,2800,2800
2016-09-02 00:00:00+00:00,1000,2700,2900
2016-09-03 00:00:00+00:00,900,2800,3000
2016-09-04 00:00:00+00:00,800,2900,2900
2016-09-05 00:00:00+00:00,900,2800,2800
2016-09-06 00:00:00+00:00,800,2700,2900
2016-09-07 00:00:00+00:00,700,2600,2800
2016-09-08 00:00:00+00:00,600,2500,2700
2016-09-09 00:00:00+00:00,700,2600,2600
2016-09-10 00:00:00+00:00,800,2500,2500
2016-09-11 00:00:00+00:00,700,2600,2600
2016-09-12 00:00:00+00:00,800,2500,2700
2016-09-13 00:00:00+00:00,700,2600,2600
2016-09-14 00:00:00+00:00,600,2700,2500
2016-09-15 00:00:00+00:00,700,2800,2400
2016-09-16 00:00:00+00:00,600,2900,2300
2016-09-17 00:00:00+00:00,700,3000,2200
2016-09-18 00:00:00+00:00,600,2900,2100
2016-09-19 00:00:00+00:00,700,3000,2000
2016-09-20 00:00:00+00:00,600,3100,2100
2016-09-21 00:00:00+00:00,700,3000,2000
2016-09-22 00:00:00+00:00,800,3100,1900
2016-09-23 00:00:00+00:00,700,3200,2000
2016-09-24 00:00:00+00:00,600,3300,2100
2016-09-25 00:00:00+00:00,500,3400,2200
2016-09-26 00:00:00+00:00,600,3500,2300
2016-09-27 00:00:00+00:00,700,3600,2400
2016-09-28 00:00:00+00:00,600,3500,2300
2016-09-29 00:00:00+00:00,700,3400,2400
2016-09-30 00:00:00+00:00,800,3300,2300
2016-10-01 00:00:00+00:00,900,3200,2400
2016-10-02 00:00:00+00:00,1000,3100,2500
2016-10-03 00:00:00+00:00,1100,3000,2400
2016-10-04 00:00:00+00:00,1000,2900,2300
2016-10-05 00:00:00+00:00,1100,3000,2400
2016-10-06 00:00:00+00:00,1200,2900,2300
2016-10-07 00:00:00+00:00,1100,3000,2200
2016-10-08 00:00:00+00:00,1000,3100,2100
2016-10-09 00:00:00+00:00,1100,3000,2200
2016-10-10 00:00:00+00:00,1200,3100,2300
2016-10-11 00:00:00+00:00,1100,3000,2400
2016-10-12 00:00:00+00:00,1200,2900,2300
2016-10-13 00:00:00+00:00,1300,2800,2200
2016-10-14 00:00:00+00:00,1400,2900,2100
2016-10-15 00:00:00+00:00,1500,3000,2200
2016-10-16 00:00:00+00:00,1600,2900,2300
2016-10-17 00:00:00+00:00,1700,2800,2400
2016-10-18 00:00:00+00:00,1600,2900,2500
2016-10-19 00:00:00+00:00,1500,2800,2400
2016-10-20 00:00:00+00:00,1400,2700,2300
2016-10-21 00:00:00+00:00,1300,2800,2200
2016-10-22 00:00:00+00:00,1200,2900,2100
2016-10-23 00:00:00+00:00,1300,2800,2000
2016-10-24 00:00:00+00:00,1400,2700,1900
2016-10-25 00:00:00+00:00,1500,2600,2000
2016-10-26 00:00:00+00:00,1400,2700,2100
2016-10-27 00:00:00+00:00,1300,2800,2200
2016-10-28 00:00:00+00:00,1400,2700,2300
2016-10-29 00:00:00+00:00,1300,2600,2200
2016-10-30 00:00:00+00:00,1200,2500,2300
2016-10-31 00:00:00+00:00,1300,2600,2200
2016-11-01 00:00:00+00:00,1200,2500,2100
2016-11-02 00:00:00+00:00,1100,2400,2000
2016-11-03 00:00:00+00:00,1000,2300,1900
2016-11-04 00:00:00+00:00,900,2400,1800
2016-11-05 00:00:00+00:00,1000,2300,1900
2016-11-06 00:00:00+00:00,1100,2200,2000
2016-11-07 00:00:00+00:00,1200,2100,1900
2016-11-08 00:00:00+00:00,1300,2000,2000
2016-11-09 00:00:00+00:00,1400,1900,2100
2016-11-10 00:00:00+00:00,1300,2000,2200
2016-11-11 00:00:00+00:00,1200,1900,2300
2016-11-12 00:00:00+00:00,1300,2000,2200
2016-11-13 00:00:00+00:00,1200,1900,2100
2016-11-14 00:00:00+00:00,1100,1800,2000
2016-11-15 00:00:00+00:00,1000,1900,1900
2016-11-16 00:00:00+00:00,900,1800,2000
2016-11-17 00:00:00+00:00,1000,1700,1900
2016-11-18 00:00:00+00:00,900,1600,1800
2016-11-19 00:00:00+00:00,1000,1500,1700
2016-11-20 00:00:00+00:00,1100,1400,1800
2016-11-21 00:00:00+00:00,1200,1500,1900
2016-11-22 00:00:00+00:00,1300,1400,1800
2016-11-23 00:00:00+00:00,1400,1500,1700
2016-11-24 00:00:00+00:00,1500,1600,1600
2016-11-25 00:00:00+00:00,1600,1700,1500
2016-11-26 00:00:00+00:00,1500,1800,1400
2016-11-27 00:00:00+00:00,1600,1900,1300
2016-11-28 00:00:00+00:00,1700,1800,1200
2016-11-29 00:00:00+00:00,1600,1900,1300
2016-11-30 00:00:00+00:00,1700,2000,1200
2016-12-01 00:00:00+00:00,1800,2100,1100
2016-12-02 00:00:00+00:00,1700,2000,1000
2016-12-03 00:00:00+00:00,1600,2100,1100
2016-12-04 00:00:00+00:00,1500,2200,1000
2016-12-05 00:00:00+00:00,1600,2100,900
2016-12-06 00:00:00+00:00,1500,2200,1000
2016-12-07 00:00:00+00:00,1600,2100,1100
2016-12-08 00:00:00+00:00,1500,2000,1200
2016-12-09 00:00:00+00:00,1400,2100,1300
2016-12-10 00:00:00+00:00,1500,2200,1200
2016-12-11 00:00:00+00:00,1400,2100,1300
2016-12-12 00:00:00+00:00,1300,2000,1400
2016-12-13 00:00:00+00:00,1400,2100,1500
2016-12-14 00:00:00+00:00,1500,2200,1600
2016-12-15 00:00:00+00:00,1600,2100,1500
2016-12-16 00:00:00+00:00,1500,2200,1600
2016-12-17 00:00:00+00:00,1600,2300,1500
2016-12-18 00:00:00+00:00,1500,2200,1600
2016-12-19 00:00:00+00:00,1400,2300,1500
2016-12-20 00:00:00+00:00,1300,2200,1600
2016-12-21 00:00:00+00:00,1200,2300,1500
2016-12-22 00:00:00+00:00,1100,2400,1400
2016-12-23 00:00:00+00:00,1000,2500,1500
2016-12-24 00:00:00+00:00,1100,2600,1600
2016-12-25 00:00:00+00:00,1000,2500,1500
2016-12-26 00:00:00+00:00,900,2600,1600
2016-12-27 00:00:00+00:00,1000,2700,1700
2016-12-28 00:00:00+00:00,900,2800,1800
2016-12-29 00:00:00+00:00,1000,2700,1900
2016-12-30 00:00:00+00:00,1100,2800,2000
2016-12-31 00:00:00+00:00,1000,2900,1900
2017-01-01 00:00:00+00:00,900,2800,2000
2017-01-02 00:00:00+00:00,1000,2900,2100
2017-01-03 00:00:00+00:00,1100,2800,2200
2017-01-04 00:00:00+00:00,1000,2700,2300
2017-01-05 00:00:00+00:00,1100,2800,2400
2017-01-06 00:00:00+00:00,1200,2700,2300
2017-01-07 00:00:00+00:00,1100,2600,2400
2017-01-08 00:00:00+00:00,1000,2500,2300
2017-01-09 00:00:00+00:00,1100,2600,2400
2017-01-10 00:00:00+00:00,1000,2500,2500
2017-01-11 00:00:00+00:00,900,2600,2600
2017-01-12 00:00:00+00:00,800,2700,2700
2017-01-13 00:00:00+00:00,700,2800,2600
2017-01-14 00:00:00+00:00,600,2900,2700
2017-01-15 00:00:00+00:00,500,3000,2600
2017-01-16 00:00:00+00:00,600,3100,2700
